fevax@fevax-cocina:/mnt/Android/logcats/dream2lte$ adb shell cat /proc/last_kmsg
08378]  [2:  Binder:3390_2: 4636] [@][0][GP9] sensor fcount: 13, fcount: 13
<6>[   88.595438]  [3:  kworker/u16:1:   49] sec-battery battery: sec_bat_set_polling: Polling time 30/30 sec.
<6>[   88.599751]  [2:        healthd: 3347] sec_bat_get_property cable type = 1 sleep_mode = 0
<12>[   88.603658]  [2:        healthd: 3347] healthd: battery l=93 v=4247 t=37.0 h=2 st=3 c=0 o=1 ca=228 ct=0 ps=0 hv=0 sec=0 sec=0 chg=
<14>[   88.603700]  [2:        healthd: 3347] BatteryPropertiesRegistrar: notifyListeners : start
<14>[   88.603726]  [2:        healthd: 3347] IBatteryPropertiesListener : batteryPropertiesChanged!
<14>[   88.603726]  [2:        healthd: 3347] : BatteryPropertiesRegistrar: notifyListeners : done
<6>[   88.604567]  [0: Binder:3847_14: 5731] !@BatteryListener : batteryPropertiesChanged!
<3>[   88.630250]  [1:     hci_thread: 4612] [BT] set_wake_locked value = 1
<6>[   88.635117] I[1:      swapper/1:    0] mif: LNK-TX(11): f8 eb 0b 00 07 00 40 00 0a 50 02
<6>[   88.637425] I[0:      swapper/0:    0] mif: LNK-RX(23): f8 eb 17 00 13 00 60 00 07 06 03 52 0f 63 63 00 ...
<6>[   88.637497] I[0:      swapper/0:    0] mif: LNK-RX(47): f8 eb 2f 00 2b 00 61 40 0a 50 02 65 40 00 00 de ...
<6>[   88.674444]  [0:batterystats-sy: 3950] !@ mLastInfo WifiActivityEnergyInfo{ timestamp=70242 mStackState=3 mControllerTxTimeMs=314 mControllerTxTimePerLevelMs=[] mControllerRxTimeMs=1110 mControllerIdleTimeMs=29361 mControllerEnergyUsed=664995 }
<6>[   88.674575]  [0:batterystats-sy: 3950] !@ latest WifiActivityEnergyInfo{ timestamp=88618 mStackState=3 mControllerTxTimeMs=318 mControllerTxTimePerLevelMs=[] mControllerRxTimeMs=1473 mControllerIdleTimeMs=34276 mControllerEnergyUsed=771447 }
<6>[   88.674635]  [0:batterystats-sy: 3950] !@ delta timePeriodMs : 18376 txTimeMs : 4 rxTimeMs :363 idleTimeMs : 4915
<6>[   88.683453]  [3:  Binder:3370_1: 3455] [SSP]: ssp_sensorhub_write - -76, 13, -41, 0 (4)
<6>[   88.683511]  [3:  Binder:3370_1: 3455] [SSP]: ssp_send_cmd - command 0xd7 0
<7>[   88.702813]  [0:BarTender Handl: 4041] max77865_fg_read_rawsoc: raw capacity (0.01%) (9257)
<6>[   88.776349]  [3:  kworker/u16:1:   49] vfsspi_work_func_debug power:0, irq:0, tz:1, type:namsan, cnt_irq:0
<6>[   88.911748] I[3:      Thread-11: 8349] mif: LNK-TX(11): f8 eb 0b 00 07 00 41 00 0a 50 02
<6>[   88.912938] I[0:.MtpApplication: 4896] mif: LNK-RX(47): f8 eb 2f 00 2b 00 62 41 0a 50 02 00 00 00 00 13 ...
<7>[   88.919173]  [0:.MtpApplication: 4896] [mtpg_release_device]	line = [1252]
<6>[   88.922439]  [3:         smdexe: 3389] muic_get_current_legacy_dev: mdev:0 legacy_dev:0
<6>[   88.925619] I[1:     MtpService: 5430] mif: LNK-TX(13): f8 eb 0d 00 09 00 42 00 0d 0f 01 04 00
<6>[   88.927034] I[0:  cfinteractive:  932] mif: LNK-RX(16): f8 eb 10 00 0c 00 63 42 80 01 02 0d 0f 01 00 80
<6>[   88.927101] I[0:  cfinteractive:  932] mif: LNK-RX(13): f8 eb 0d 00 09 00 64 00 0d 0f 03 01 00
<6>[   88.927122] I[0:  cfinteractive:  932] mif: LNK-RX(13): f8 eb 0d 00 09 00 65 00 0d 0f 03 06 00
<6>[   88.938415]  [2:BarTender Handl: 4041] !@ mLastInfo WifiActivityEnergyInfo{ timestamp=88618 mStackState=3 mControllerTxTimeMs=318 mControllerTxTimePerLevelMs=[] mControllerRxTimeMs=1473 mControllerIdleTimeMs=34276 mControllerEnergyUsed=771447 }
<6>[   88.938580]  [2:BarTender Handl: 4041] !@ latest WifiActivityEnergyInfo{ timestamp=88726 mStackState=3 mControllerTxTimeMs=318 mControllerTxTimePerLevelMs=[] mControllerRxTimeMs=1473 mControllerIdleTimeMs=34378 mControllerEnergyUsed=771814 }
<6>[   88.938654]  [2:BarTender Handl: 4041] !@ delta timePeriodMs : 108 txTimeMs : 0 rxTimeMs :0 idleTimeMs : 102
<6>[   88.940313]  [2:BarTender Handl: 4041] !@ currentWifiRunningTimeMs : 0 totalTimeMs : 102 totalWifiRunningTimeMs :102 batteryRealtime :263000
<7>[   88.985669]  [7:BarTender Handl: 4041] max77865_fg_read_rawsoc: raw capacity (0.01%) (9257)
<6>[   89.037767] I[0:  Binder:4471_5: 4737] [BT] update_host_wake_locked host_wake is deasserted. release wakelock in 1s
<6>[   89.045706] I[3:      swapper/3:    0] mif: LNK-TX(15): f8 eb 0f 00 0b 00 43 00 0a 10 05 00 00 00 00
<6>[   89.051919] I[2:  Binder:3847_4: 4145] mif: LNK-TX(15): f8 ec 0f 00 0b 00 32 00 0a 10 05 00 00 00 00
<6>[   89.677594]  [3:  kworker/u16:5:  631] max77865_chgin_isr_work: irq(208), chgin(0x0), chg_dtls(0x8) prev 0x0
<6>[   89.735922]  [3:  kworker/u17:2: 3536] [SSP]: MSG From MCU - AR--26,-841,4033,-1,20 ldo_toggle :0
<3>[   89.737461] I[1:      swapper/1:    0] [BT] set_wake_locked value = 0
<6>[   90.035576]  [3:  kworker/u17:2: 3536] [SSP]: MSG From MCU - SSP AR Processing : 0
<6>[   90.051852]  [3:         argosd: 3373] argos_pm_qos_notify: name:UFS, speed:187Mbps, prev level:-1, request level:0
<6>[   90.054223]  [3:         argosd: 3373] argos_freq_lock name:UFS, CPU_MIN=0, CPU_MAX=0, KFC_MIN=1456000, KFC_MAX=0, MIF=1352000, INT=0
<6>[   90.276916]  [2:  kworker/u17:2: 3536] [SSP]: MSG From MCU - Acc INT Occur
<6>[   90.276916]  [2:  kworker/u17:2: 3536] SSP SMD INT
<6>[   90.276916]  [2:  kworker/u17:2: 3536] SMR 32 4096 12
<6>[   90.276916]  [2:  kworker/u17:2: 3536] add_AD_AR 0, 5 1 5, 20 20
<6>[   90.276916]  [2:  kworker/u17:2: 3536] SMA 32 0 0 20
<6>[   90.276916]  [2:  kworker/u17:2: 3536] SSP SMD INT OCC
<6>[   90.276916]  [2:  kworker/u17:2: 3536] SSP MDR INT
<6>[   90.276916]  [2:  kworker/u17:2: 3536] AIC
<6>[   90.276916]  [2:  kworker/u17:2: 3536] AIPM-H
<6>[   90.276916]  [2:  kworker/u17:2: 3536] SMR 58 4096 12
<6>[   90.276916]  [2:  kworker/u17:2: 3536] SSP MDR INT OCC
<6>[   90.580227]  [2:    kworker/2:2: 5987] usb_notifier: usb: usb_ldo_off_control - working=1
<6>[   90.580438]  [2:    kworker/2:2: 5987] s2m_disable_regmap: LDO6 disable (0x42)
<6>[   90.580666]  [2:    kworker/2:2: 5987] s2m_disable_regmap: LDO37 disable (0x62)
<6>[   90.580842]  [2:    kworker/2:2: 5987] s2m_disable_regmap: LDO10 disable (0x47)
<6>[   90.760990]  [3:  kworker/u16:5:  631] [SSP]: debug_work_func(6) - Sensor state: 0x7f07f6bf, RC: 0(0), CC: 0, TC: 0 NSC: 0 EC: 0
<6>[   90.761011]  [3:  kworker/u16:5:  631] [SSP] 14 : 0(0ms)
<6>[   90.923811]  [3:         smdexe: 3389] muic_get_current_legacy_dev: mdev:0 legacy_dev:0
<6>[   91.079502]  [3:            iod: 4828] !@   8,0 r 32705 2456308 w 6814 89652 d 759 2693036 f 1169 3377 iot 12632 11769 th 439080 0 0 pt 0 inp 0 0 91.070
<6>[   91.107806] I[4:      swapper/4:    0] nf_conntrack: automatic helper assignment is deprecated and it will be removed soon. Use the iptables CT target to attach helpers instead.
<6>[   91.376204]  [1:    kworker/1:2: 7387] thermal thermal_zone0: [TMU] last_temperature=48000, current_temperature=48000
<6>[   91.642501]  [0:irq/211-max7786:  817] max77865:max77865_irq_thread: irq[211] 211/198/20 irq_src=0x01
<6>[   91.643496]  [0:irq/286-muic-ir: 1196] max,max77865:max77865_muic_irq_handler irq(286)
<6>[   91.644562]  [0:irq/286-muic-ir: 1196] max,max77865:max77865_muic_irq_handler intr[1:0x2, 2:0x88, 3:0x0, 4:0x0]
<6>[   91.644574]  [0:irq/286-muic-ir: 1196] max77865_muic_irq_handler VBUS interrupt occured
<6>[   91.646294]  [0:irq/286-muic-ir: 1196] muic-universal:muic_detect_dev ST[0xc0 0x00 0xe0] BCCT[0xc5 0x00] CT[0xbf 0x00 0x20 0x30] HVCT[0x00 0x00]
<6>[   91.646308]  [0:irq/286-muic-ir: 1196] muic-universal:muic_detect_dev uid:03 uidgnd:01 adc:1f vbvolt:01 prchgtyp:00 chgtyp:00 chgdetrun:01
<6>[   91.646328]  [0:irq/286-muic-ir: 1196] muic-universal:vps_find_attached_dev chgdet is running.
<6>[   91.646340]  [0:irq/286-muic-ir: 1196] muic-universal:muic_detect_dev: discarded.
<6>[   91.646352]  [0:irq/286-muic-ir: 1196] muic-universal:muic_handle_vbus <1>
<6>[   91.646375]  [0:irq/286-muic-ir: 1196] vbus_notifier_handle: (1)->(2)
<6>[   91.646387]  [0:irq/286-muic-ir: 1196] vbus_notifier_notify: CMD=2, DATA=2
<6>[   91.646401]  [0:irq/286-muic-ir: 1196] usb: [M] manager_handle_vbus_notification: cmd=2, vbus_type=HIGH, WATER DET=0 ATTACH=DETATCH (0)
<6>[   91.646415]  [0:irq/286-muic-ir: 1196] usb_notifier: vbus_handle_notification cmd=2, vbus_type=HIGH
<6>[   91.646428]  [0:irq/286-muic-ir: 1196] usb_notify: send_otg_notify event=vbus_power(23) enable=1
<6>[   91.646453]  [0:irq/286-muic-ir: 1196] usb_notify: extra_notifier_callback event=vbus_power(23)
<6>[   91.646464]  [0:irq/286-muic-ir: 1196] usb_notify: extra_notify_state+ event=vbus_power(23), enable=on
<6>[   91.646483]  [0:irq/286-muic-ir: 1196] usb_notify: extra_notify_state- event=vbus_power(23), cable=none
<6>[   91.646497]  [0:irq/286-muic-ir: 1196] vbus_handle_notification: action=2, vbus_status=2
<6>[   91.646508]  [0:irq/286-muic-ir: 1196] vbus_notifier_notify: notify done(0x0)
<6>[   91.691873]  [0:irq/305-s2mm005: 1834] usbpd-s2mm005 12-0033: 4 times
<6>[   91.691901]  [0:irq/305-s2mm005: 1834] usbpd-s2mm005 12-0033: IRQ0:00
<6>[   91.691919]  [0:irq/305-s2mm005: 1834] process_cc_attach
<6>[   91.691928]  [0:irq/305-s2mm005: 1834] process_cc_water
<6>[   91.692302]  [0:irq/305-s2mm005: 1834] usbpd-s2mm005 12-0033: process_cc_water: WATER reg:0xA1 WATER=0 DRY=1
<6>[   91.692581]  [0:irq/305-s2mm005: 1834] usbpd-s2mm005 12-0033: Rsvd_H:0x09   PD_Nxt_State:0xFF   Rsvd_L:0x24   PD_State:17
<6>[   91.692600]  [0:irq/305-s2mm005: 1834] usbpd-s2mm005 12-0033: func_state :0x9FF2411, is_dfp : 0, is_src : 0
<6>[   91.692616]  [0:irq/305-s2mm005: 1834] usbpd-s2mm005 12-0033: process_cc_attach 592: pd_state:17, is_host = 0, is_client = 0
<6>[   91.692629]  [0:irq/305-s2mm005: 1834] usb: ccic_event_work
<6>[   91.692659]  [0:irq/305-s2mm005: 1834] usb: ccic_event_work
<6>[   91.692674]  [0:irq/305-s2mm005: 1834] usb: ccic_event_work, dest=1, event=2, usbpd_data->data_role=0, usbpd_data->try_state_change=0
<6>[   91.692688]  [0:irq/305-s2mm005: 1834] dual_role_usb otg_default: dual_role_instance_changed
<6>[   91.692727]  [0:irq/305-s2mm005: 1834] dual_role_get_local_prop : request prop = 1 , attached_state = 2, power_role = 1
<6>[   91.692742]  [0:irq/305-s2mm005: 1834] dual_role_get_local_prop : request prop = 2 , attached_state = 2, power_role = 1
<6>[   91.692756]  [0:irq/305-s2mm005: 1834] dual_role_get_local_prop : request prop = 3 , attached_state = 2, power_role = 1
<6>[   91.692781]  [3:  kworker/u16:5:  631] usb:ccic_event_notifier, dest=MUIC, id=ID_ATTACH, attach=1, event=0
<6>[   91.692797]  [3:  kworker/u16:5:  631] ccic_notifier_notify: src:5 dest:4 id:01 attach:01 cable_type:01 rprd:0
<6>[   91.692811]  [3:  kworker/u16:5:  631] usb: [M] manager_handle_ccic_notification: src:CCIC dest:MUIC id:ID_ATTACH attach/rid:1
<6>[   91.692822]  [3:  kworker/u16:5:  631] usb: [M] manager_handle_ccic_notification: CCIC_NOTIFY_ATTACH
<6>[   91.692835]  [3:  kworker/u16:5:  631] usb: [M] manager_notifier_notify: src:CCIC dest:MUIC id:ID_ATTACH sub1:01 sub2:00 sub3:01
<6>[   91.692849]  [3:  kworker/u16:5:  631] muic_handle_ccic_notification: Rcvd Noti=> action: 1 src:5 dest:4 id:1 sub[1 0 1]
<6>[   91.692861]  [3:  kworker/u16:5:  631] mdev_show_status: mdev:0 rid:0 rprd:0 attached:0 legacy_dev:0
<6>[   91.692872]  [3:  kworker/u16:5:  631] muic_handle_ccic_notification: CCIC_NOTIFY_ID_ATTACH: Attached
<6>[   91.692878]  [0:irq/305-s2mm005: 1834] process_cc_get_int_status
<6>[   91.692895]  [3:  kworker/u16:5:  631] muic_handle_ccic_ATTACH: src:5 dest:4 id:1 attach:1 cable_type:1 rprd:0
<6>[   91.692905]  [3:  kworker/u16:5:  631] muic_handle_ccic_ATTACH: Attach
<6>[   91.692915]  [3:  kworker/u16:5:  631] muic_handle_ccic_ATTACH: Valid VBUS-> handled in irq handler
<6>[   91.692927]  [3:  kworker/u16:5:  631] mdev_show_status: mdev:0 rid:0 rprd:0 attached:1 legacy_dev:0
<6>[   91.694150]  [0:irq/305-s2mm005: 1834] s2mm005_int_clear : -- clear clear -- 
<6>[   91.694307]  [0:irq/305-s2mm005: 1834] usbpd-s2mm005 12-0033: SYNC     Status = 0x00000000
<6>[   91.694321]  [0:irq/305-s2mm005: 1834] usbpd-s2mm005 12-0033: CTRL MSG Status = 0x00000000
<6>[   91.694332]  [0:irq/305-s2mm005: 1834] usbpd-s2mm005 12-0033: DATA MSG Status = 0x00000000
<6>[   91.694345]  [0:irq/305-s2mm005: 1834] usbpd-s2mm005 12-0033: EXTD MSG Status = 0x00000000
<6>[   91.694358]  [0:irq/305-s2mm005: 1834] usbpd-s2mm005 12-0033: MSG IRQ Status = 0x00000000
<6>[   91.694384]  [0:irq/305-s2mm005: 1834] usbpd-s2mm005 12-0033: VDM IRQ Status = 0x00000000
<6>[   91.694396]  [0:irq/305-s2mm005: 1834] usbpd-s2mm005 12-0033: SSM_MSG IRQ Status = 0x00000000
<6>[   91.694408]  [0:irq/305-s2mm005: 1834] usbpd-s2mm005 12-0033: AP REQ GET Status = 0x50000010
<6>[   91.694420]  [0:irq/305-s2mm005: 1834] usbpd-s2mm005 12-0033: 0x50 IRQ Status = 0x00000007
<6>[   91.694432]  [0:irq/305-s2mm005: 1834] usbpd-s2mm005 12-0033: 0x54 IRQ Status = 0x00000000
<6>[   91.694443]  [0:irq/305-s2mm005: 1834] usbpd-s2mm005 12-0033: 0x58 IRQ Status = 0x00000000
<4>[   91.694456]  [0:irq/305-s2mm005: 1834] process_pd
<6>[   91.694468]  [0:irq/305-s2mm005: 1834] usbpd-s2mm005 12-0033: rp_currentlvl:0x01, is_source:0x00
<6>[   91.694480]  [0:irq/305-s2mm005: 1834] usb: ccic_event_work
<6>[   91.694510]  [0:irq/305-s2mm005: 1834] process_cc_rid
<6>[   91.694796]  [0:irq/305-s2mm005: 1834] usbpd-s2mm005 12-0033: prev_rid:7 , RID:7
<6>[   91.694818]  [0:irq/305-s2mm005: 1834] usbpd-s2mm005 12-0033: IRQ1:01
<6>[   91.696405]  [2:  kworker/u16:5:  631] muic_print_reg_dump:ST1_BC:c0 ST2_BC:0 ST_GP:e0 IM_MAIN:5 IM_BC:0 IM_FC:77 IM_GP:e0 CT1_BC:c5 CT2_BC:0 CT1:bf CT2:0 CT3:20 CT4:30 HV1:0 HV2:0 
<6>[   91.696426]  [2:  kworker/u16:5:  631] usb: [M] manager_notifier_notify: notify done(0x0)
<6>[   91.696437]  [2:  kworker/u16:5:  631] ccic_notifier_notify: notify done(0x0)
<6>[   91.696460]  [2:  kworker/u16:5:  631] usb:ccic_event_notifier, dest=USB, id=ID_USB, attach=Attached, drp=USB_ATTACH_UFP
<6>[   91.696472]  [2:  kworker/u16:5:  631] ccic_notifier_notify: src:5 dest:1 id:03 sub1:1 sub2:02 sub3:00
<6>[   91.696485]  [2:  kworker/u16:5:  631] usb: [M] manager_handle_ccic_notification: src:CCIC dest:USB id:ID_USB attach/rid:1
<6>[   91.696497]  [2:  kworker/u16:5:  631] usb: [M] manager_notifier_notify: src:CCIC dest:USB id:ID_USB sub1:01 sub2:02 sub3:00
<6>[   91.696509]  [2:  kworker/u16:5:  631] [SX9320]: sx9320_ccic_handle_notification - drp = 2 attat = 1
<6>[   91.696708]  [2:  kworker/u16:5:  631] sec-battery battery: usb_typec_handle_notification: action (3) dump(0x5, 0x1, 0x03, 0x0001, 0x0002, 0x0000)
<6>[   91.696728]  [2:  kworker/u16:5:  631] sec-battery battery: usb_typec_handle_notification: skip handler dest(1)
<6>[   91.696740]  [2:  kworker/u16:5:  631] usb_notifier: ccic_usb_handle_notification: Turn On Device(UFP)
<6>[   91.696752]  [2:  kworker/u16:5:  631] usb_notify: send_otg_notify event=vbus(1) enable=1
<6>[   91.696763]  [2:  kworker/u16:5:  631] usb_notify: otg_notifier_callback event=vbus(1)
<6>[   91.696797]  [2:  kworker/u16:5:  631] usb_notify: is_blocked type=2, disable_state=0
<6>[   91.696809]  [2:  kworker/u16:5:  631] usb: [M] manager_notifier_notify: notify done(0x0)
<6>[   91.696820]  [2:  kworker/u16:5:  631] ccic_notifier_notify: notify done(0x0)
<6>[   91.696839]  [2:  kworker/u16:5:  631] usb_notify: otg_notify_state+ event=vbus(1), enable=on
<6>[   91.698379]  [3:  kworker/u16:3:   58] usb:ccic_event_notifier, dest=BATTERY, id=ID_POWER_STATUS, attach=0, event=0
<6>[   91.698400]  [3:  kworker/u16:3:   58] ccic_notifier_notify: src:5 dest:2 id:04 attach:00 cable_type:00 rprd:0
<6>[   91.698415]  [3:  kworker/u16:3:   58] usb: [M] manager_handle_ccic_notification: src:CCIC dest:BATTERY id:ID_POWER_STATUS attach/rid:0
<6>[   91.698428]  [3:  kworker/u16:3:   58] usb: [M] manager_notifier_notify: src:CCIC dest:BATTERY id:ID_POWER_STATUS sub1:00 sub2:00 sub3:00
<6>[   91.698440]  [3:  kworker/u16:3:   58] [SX9320]: sx9320_ccic_handle_notification - drp = 0 attat = 0
<6>[   91.698598]  [3:  kworker/u16:3:   58] sec-battery battery: usb_typec_handle_notification: action (4) dump(0x5, 0x2, 0x04, 0x0000, 0x0000, 0x0000)
<6>[   91.698617]  [3:  kworker/u16:3:   58] sec-battery battery: usb_typec_handle_notification: battery->rp_currentlvl(1)
<6>[   91.698630]  [3:  kworker/u16:3:   58] usb: [M] manager_notifier_notify: notify done(0x0)
<6>[   91.698640]  [3:  kworker/u16:3:   58] ccic_notifier_notify: notify done(0x0)
<6>[   91.703055]  [3:  kworker/u16:5:  631] usb_notifier: exynos_set_peripheral usb attached
<6>[   91.703076]  [3:  kworker/u16:5:  631] usb_notifier: check_usb_vbus_state vbus state = 1
<6>[   91.705444]  [3:  kworker/u16:5:  631] usb_notifier: check_usb_vbus_state: get the 10c00000.usb platform_device
<6>[   91.705504]  [3:    kworker/3:2: 5844] exynos-dwc3 10c00000.usb: dwc3_exynos_rsw_work
<6>[   91.705521]  [3:    kworker/3:2: 5844] dwc3 10c00000.dwc3: Turn on gadget dwc3-gadget
<6>[   91.705532]  [3:    kworker/3:2: 5844] usb_notifier: usb: usb_regulator_onoff - Turn on (ldocontrol=1, usb_ldo_off_working=0)
<6>[   91.705760]  [3:    kworker/3:2: 5844] s2m_enable: LDO10 enable (0x47)
<6>[   91.705910]  [3:  kworker/u16:5:  631] usb_notify: otg_notify_state- event=vbus, cable=vbus
<6>[   91.706416]  [3:    kworker/3:2: 5844] s2m_enable: LDO37 enable (0x62)
<6>[   91.707052]  [3:    kworker/3:2: 5844] s2m_enable: LDO6 enable (0x42)
<6>[   91.707513]  [3:    kworker/3:2: 5844] exynos-dwc3 10c00000.usb: dwc3_exynos_runtime_resume
<6>[   91.707628]  [3:    kworker/3:2: 5844] phy_exynos_usbdrd 10e00000.phy: Request to power_on usbdrd_phy phy
<6>[   91.707653]  [3:    kworker/3:2: 5844] phy_exynos_usbdrd 10e00000.phy: Request to power_on usbdrd_phy phy
<6>[   91.707665]  [3:    kworker/3:2: 5844] usb: [M] manager_notifier_register: listener=25 register
<6>[   91.707687]  [3:    kworker/3:2: 5844] phy_exynos_usbdrd 10e00000.phy: exynos_usbdrd_pipe3_init: phy port[1]
<6>[   91.707702]  [3:    kworker/3:2: 5844] phy_exynos_usbdrd 10e00000.phy: exynos_usbdrd_change_refclk: set for USBPHY refclk change [1080000]
<4>[   91.710220]  [3:    kworker/3:2: 5844] Check CR Port write 0x1010: 0x80
<6>[   91.713048]  [3:    kworker/3:2: 5844] dwc3 10c00000.dwc3: dwc3_core_init: max speed:5, hibernation:0, nr_scratch:0
<6>[   91.713073]  [3:    kworker/3:2: 5844] dwc3 10c00000.dwc3: dwc3_gadget_vbus_session: is_active = 1, softconnect = 1
<7>[   91.713083]  [3:    kworker/3:2: 5844] usb: dwc3_gadget_run_stop is_on:1
<6>[   91.713095]  [3:    kworker/3:2: 5844] dwc3 10c00000.dwc3: Event buf ffffff80004d4000 dma 8fee03000 length 256
<6>[   91.713110]  [3:    kworker/3:2: 5844] dwc3 10c00000.dwc3: Event buf reg read 0x00000008 fee03000
<6>[   91.713123]  [3:    kworker/3:2: 5844] dwc3 10c00000.dwc3: dwc3_link_status_check: GUID 0x0004040d
<6>[   91.713135]  [3:    kworker/3:2: 5844] dwc3 10c00000.dwc3: dwc3_link_status_check: GSTS 0x3e800000
<6>[   91.713146]  [3:    kworker/3:2: 5844] dwc3 10c00000.dwc3: dwc3_link_status_check: DCTL 0x00000000
<6>[   91.713159]  [3:    kworker/3:2: 5844] dwc3 10c00000.dwc3: dwc3_link_status_check: DSTS 0x00d2005c
<6>[   91.713172]  [3:    kworker/3:2: 5844] dwc3 10c00000.dwc3: dwc->ctrl: ffffff80004d6000
<6>[   91.713194]  [3:    kworker/3:2: 5844] dwc3 10c00000.dwc3: dwc->ctrl_addr: 8fee04000
<6>[   91.713204]  [3:    kworker/3:2: 5844] dwc3 10c00000.dwc3: dwc->ep0_trb: ffffff80004dd000
<6>[   91.713214]  [3:    kworker/3:2: 5844] dwc3 10c00000.dwc3: dwc->ep0_trb_addr: 8fee05000
<6>[   91.713226]  [3:    kworker/3:2: 5844] dwc3 10c00000.dwc3: dwc->setup_buf: ffffffc8779f1200
<6>[   91.713236]  [3:    kworker/3:2: 5844] dwc3 10c00000.dwc3: dwc->ep0_bounce : ffffff80004f1000
<6>[   91.713379]  [3:    kworker/3:2: 5844] dwc3 10c00000.dwc3: enabled ep0out
<6>[   91.713397]  [3:    kworker/3:2: 5844] dwc3 10c00000.dwc3: enabled ep0in
<6>[   91.713415]  [3:    kworker/3:2: 5844] dwc3 10c00000.dwc3: : irq was enabled
<6>[   91.713427]  [3:    kworker/3:2: 5844] dwc3 10c00000.dwc3: : set to start gagdet working
<6>[   91.713446]  [3:    kworker/3:2: 5844] OTG SM: b_idle => b_peripheral
<6>[   91.713456]  [3:    kworker/3:2: 5844] OTG SM: b_peripheral => (no change)
<6>[   91.736760]  [3:  kworker/u17:2: 3536] [SSP]: MSG From MCU - AR-30,-479,3875,-1,20 ldo_toggle :0
<6>[   91.739449]  [0:irq/286-muic-ir: 1196] max,max77865:max77865_muic_irq_handler irq(286)
<6>[   91.740535]  [0:irq/286-muic-ir: 1196] max,max77865:max77865_muic_irq_handler intr[1:0x2, 2:0x1, 3:0x0, 4:0x0]
<6>[   91.742171]  [0:irq/286-muic-ir: 1196] muic-universal:muic_detect_dev ST[0xc1 0x00 0xe0] BCCT[0xc5 0x00] CT[0xbf 0x00 0x20 0x30] HVCT[0x00 0x00]
<6>[   91.742192]  [0:irq/286-muic-ir: 1196] muic-universal:muic_detect_dev uid:03 uidgnd:01 adc:1f vbvolt:01 prchgtyp:00 chgtyp:01 chgdetrun:01
<6>[   91.742204]  [0:irq/286-muic-ir: 1196] muic-universal:vps_find_attached_dev chgdet is running.
<6>[   91.742214]  [0:irq/286-muic-ir: 1196] muic-universal:muic_detect_dev: discarded.
<6>[   91.780340]  [0:irq/286-muic-ir: 1196] max,max77865:max77865_muic_irq_handler irq(286)
<6>[   91.781779]  [0:irq/286-muic-ir: 1196] max,max77865:max77865_muic_irq_handler intr[1:0x2, 2:0x10, 3:0x0, 4:0x0]
<6>[   91.783457]  [0:irq/286-muic-ir: 1196] muic-universal:muic_detect_dev ST[0x81 0x00 0xe0] BCCT[0xc5 0x00] CT[0x89 0x00 0x20 0x30] HVCT[0x00 0x00]
<6>[   91.783478]  [0:irq/286-muic-ir: 1196] muic-universal:muic_detect_dev uid:03 uidgnd:01 adc:1f vbvolt:01 prchgtyp:00 chgtyp:01 chgdetrun:00
<6>[   91.783490]  [0:irq/286-muic-ir: 1196] resolve_dev_based_on_adc_chgtype: adc=1f, chgtyp=01
<6>[   91.783502]  [0:irq/286-muic-ir: 1196] muic-universal:vps_find_attached_dev vps table match found at [1]mdev:1(USB)
<6>[   91.783513]  [0:irq/286-muic-ir: 1196] vps_find_attached_dev:Supported.
<6>[   91.783526]  [0:irq/286-muic-ir: 1196] muic-universal:mdev_continue_for_TA_USB: Checking RID (1th)....
<6>[   91.822299]  [0:    kworker/0:2: 4775] sec_bat_set_property: usb configured 100
<6>[   91.822318]  [0:    kworker/0:2: 4775] sec_bat_set_current_event: current event before(0x0), after(0x0)
<6>[   91.826225] I[0:      swapper/0:    0] mif: LNK-RX(23): f8 eb 17 00 13 00 66 00 07 06 03 56 0d 63 63 00 ...
<6>[   91.840162]  [0:irq/286-muic-ir: 1196] muic-universal:mdev_continue_for_TA_USB: Checking RID (2th)....
<6>[   91.896242]  [0:irq/286-muic-ir: 1196] muic-universal:mdev_continue_for_TA_USB: Checking RID (3th)....
<6>[   91.952255]  [0:irq/286-muic-ir: 1196] muic-universal:mdev_continue_for_TA_USB: Checking RID (4th)....
<7>[   91.968570] I[0:      swapper/0:    0] usb: dwc3_gadget_interrupt RESET 
<6>[   91.968668]  [0:    kworker/0:2: 4775] sec_bat_set_property: usb configured 100
<6>[   91.968682]  [0:    kworker/0:2: 4775] sec_bat_set_current_event: current event before(0x0), after(0x0)
<7>[   91.979639] I[0:      swapper/0:    0] usb: dwc3_gadget_conndone_interrupt speed:HS
<6>[   92.012117]  [0:irq/286-muic-ir: 1196] muic-universal:mdev_continue_for_TA_USB: A legacy TA or USB updated(1).
<6>[   92.012139]  [0:irq/286-muic-ir: 1196] muic-universal:muic_handle_attach attached_dev:0 new_dev:1 adc:0x1f, vbvolt:01
<6>[   92.012150]  [0:irq/286-muic-ir: 1196] muic-universal:attach_usb
<6>[   92.012161]  [0:irq/286-muic-ir: 1196] muic-universal:switch_to_ap_usb
<6>[   92.012171]  [0:irq/286-muic-ir: 1196] muic-universal:com_to_usb_ap
<6>[   92.012553]  [0:irq/286-muic-ir: 1196]   -muic_regmap_trace w 89=[89:89+00100019]CONTROL1
<6>[   92.012568]  [0:irq/286-muic-ir: 1196] muic_notifier_attach_attached_dev: (1)
<6>[   92.012580]  [0:irq/286-muic-ir: 1196] muic_notifier_notify: CMD=1, DATA=1
